opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-02481,NetScale Systems,Colocation,313.5,Closed Won,Closed,Amy Rodriguez,Direct,06/11/2024,09/19/2024
OPP-02485,DigiPath,Colocation,285.47,5 - Accepted,Closed,Mark Thompson,Agent,01/26/2025,03/03/2025
OPP-02494,ClearPath,Dark Fiber,11.31,5 - Accepted,Closed,Nicole Foster,Direct,12/08/2024,02/13/2025
OPP-02499,Cascade Networks,MPLS,154.19,5 - Accepted,Closed,Amy Rodriguez,Agent,07/20/2024,10/09/2024
OPP-02500,Atlas Computing,MPLS,1907.74,Closed Won,Closed,Jose Banales,Channel,05/10/2025,09/23/2025
OPP-02504,EchoPoint,Dark Fiber,424.61,Closed Won,Closed,Sarah Mitchell,Agent,01/17/2025,05/20/2025
OPP-02506,PrimeRoute,MPLS,279.44,Closed Won,Closed,Amy Rodriguez,Agent,07/20/2025,10/25/2025
OPP-02509,DigiPath,MPLS,579.06,5 - Accepted,Closed,Nicole Foster,Channel,02/06/2025,03/11/2025
OPP-02511,Titanium Labs,Ethernet,309.56,Closed Won,Closed,Amy Rodriguez,Agent,04/25/2024,05/31/2024
OPP-02513,SilverStream,IP Transit,262.04,5 - Accepted,Closed,Jessica Kim,Channel,06/10/2024,12/04/2024
OPP-02521,SkyBridge Networks,DDoS Protection,379.5,5 - Accepted,Closed,Jessica Kim,Agent,01/29/2026,02/23/2026
OPP-02524,NexGen Telecom,Colocation,324.52,5 - Accepted,Closed,Amy Rodriguez,Agent,02/07/2025,07/21/2025
OPP-02526,IronGate Tech,Colocation,854.14,5 - Accepted,Closed,Jessica Kim,Agent,08/09/2024,08/24/2024
OPP-02530,SkyBridge Networks,Managed Services,601.16,5 - Accepted,Closed,Ryan O'Brien,Channel,04/24/2025,09/22/2025
OPP-02535,StarForge,Cloud Connect,402.63,Closed Won,Closed,Amy Rodriguez,Agent,05/04/2025,05/28/2025
OPP-02540,SilverStream,DDoS Protection,240.45,Closed Won,Closed,Jose Banales,Channel,10/22/2024,01/04/2025
OPP-02541,OmniConnect,Wavelengths,4404.3,Closed Won,Closed,Lisa Chen,Agent,01/29/2025,03/27/2025
OPP-02544,Atlas Computing,Ethernet,319.69,Closed Won,Closed,Amy Rodriguez,Agent,09/12/2024,12/23/2024
OPP-02548,GoldGrid,SD-WAN,269.99,5 - Accepted,Closed,Chris Weber,Channel,10/23/2024,12/23/2024
OPP-02551,LinkStream,Managed Services,90.06,5 - Accepted,Closed,Chris Weber,Agent,09/03/2024,09/25/2024
OPP-02552,NetScale Systems,SD-WAN,312.18,Closed Won,Closed,Ryan O'Brien,Direct,04/20/2025,05/07/2025
OPP-02559,DataSync Labs,MPLS,1148.18,5 - Accepted,Closed,Jessica Kim,Agent,02/15/2026,03/15/2026
OPP-02562,ClearPath,IP Transit,498.59,Closed Won,Closed,Chris Weber,Direct,03/28/2025,06/21/2025
OPP-02564,GoldGrid,Wavelengths,1620.92,5 - Accepted,Closed,Jose Banales,Channel,02/27/2025,05/17/2025
OPP-02568,Summit Cloud,Managed Services,248.76,5 - Accepted,Closed,Jose Banales,Agent,11/10/2024,05/06/2025
OPP-02569,StarForge,MPLS,67.42,5 - Accepted,Closed,Amy Rodriguez,Direct,05/05/2025,09/14/2025
OPP-02570,Atlas Computing,DDoS Protection,1175.02,5 - Accepted,Closed,Jose Banales,Direct,06/26/2025,12/20/2025
OPP-02571,ByteWorks,Wavelengths,536.23,5 - Accepted,Closed,Jessica Kim,Direct,06/23/2025,10/01/2025
OPP-02573,SwiftNode,Ethernet,1456.6,Closed Won,Closed,Sarah Mitchell,Agent,03/21/2025,08/31/2025
OPP-02574,HorizonIO,Managed Services,62.39,5 - Accepted,Closed,Chris Weber,Direct,03/23/2025,06/20/2025
OPP-02578,BluePeak,Wavelengths,326.91,5 - Accepted,Closed,Lisa Chen,Agent,06/28/2025,11/02/2025
OPP-02581,DigiPath,IP Transit,589.3,Closed Won,Closed,Ryan O'Brien,Agent,10/10/2024,12/05/2024
OPP-02587,WavePoint,Colocation,1855.9,5 - Accepted,Closed,Jose Banales,Channel,04/17/2024,09/01/2024
OPP-02589,CopperLine,IP Transit,976.13,5 - Accepted,Closed,Mark Thompson,Direct,02/14/2025,07/22/2025
OPP-02592,Pinnacle IT,MPLS,186.97,Closed Won,Closed,Chris Weber,Channel,10/09/2025,03/02/2026
OPP-02598,Titanium Labs,Cloud Connect,196.78,Closed Won,Closed,Ryan O'Brien,Channel,03/28/2024,07/30/2024
OPP-02601,TechFlow Inc,MPLS,942.46,Closed Won,Closed,Mark Thompson,Channel,03/14/2025,04/30/2025
OPP-02602,NexGen Telecom,Ethernet,1142.56,5 - Accepted,Closed,Mark Thompson,Agent,07/19/2025,12/30/2025
OPP-02610,PrimeRoute,Colocation,1155.4,5 - Accepted,Closed,Jose Banales,Agent,03/27/2024,09/11/2024
OPP-02611,NetScale Systems,DDoS Protection,1498.73,5 - Accepted,Closed,Amy Rodriguez,Channel,08/06/2024,09/22/2024
OPP-02617,Quantum Networks,Cloud Connect,782.42,5 - Accepted,Closed,Lisa Chen,Agent,01/20/2025,06/03/2025
OPP-02618,NexGen Telecom,DDoS Protection,677.04,Closed Won,Closed,Amy Rodriguez,Direct,12/29/2025,01/27/2026
OPP-02622,ByteWorks,MPLS,1810.91,Closed Won,Closed,Chris Weber,Agent,09/21/2024,01/02/2025
OPP-02624,NexGen Telecom,Dark Fiber,338.26,Closed Won,Closed,Jessica Kim,Direct,09/17/2024,11/10/2024
OPP-02626,NexGen Telecom,Ethernet,56.26,Closed Won,Closed,Amy Rodriguez,Direct,07/30/2025,09/05/2025
OPP-02638,EchoPoint,IP Transit,763.88,5 - Accepted,Closed,Chris Weber,Channel,02/05/2026,03/03/2026
OPP-02639,WavePoint,Ethernet,454.39,5 - Accepted,Closed,Jessica Kim,Direct,04/16/2024,09/14/2024
OPP-02642,TerraLink,Colocation,117.8,5 - Accepted,Closed,Ryan O'Brien,Agent,06/02/2025,06/28/2025
OPP-02643,OmniConnect,MPLS,442.65,Closed Won,Closed,Amy Rodriguez,Channel,01/18/2026,03/11/2026
OPP-02644,CopperLine,IP Transit,219.4,5 - Accepted,Closed,Jose Banales,Agent,10/23/2024,01/07/2025
OPP-02645,Pinnacle IT,Managed Services,394.4,5 - Accepted,Closed,Jessica Kim,Direct,07/06/2024,12/19/2024
OPP-02647,ClearPath,Cloud Connect,427.79,Closed Won,Closed,Jose Banales,Agent,04/24/2024,09/30/2024
OPP-02650,TechFlow Inc,Dark Fiber,552.85,5 - Accepted,Closed,Nicole Foster,Direct,04/05/2024,08/23/2024
OPP-02652,Summit Cloud,MPLS,139.01,5 - Accepted,Closed,Jessica Kim,Agent,06/24/2025,09/30/2025
OPP-02653,Zenith Systems,Dark Fiber,1267.96,Closed Won,Closed,Jose Banales,Direct,04/03/2025,07/24/2025
OPP-02655,SignalBridge,Colocation,3530.15,Closed Won,Closed,Jose Banales,Channel,09/18/2024,11/27/2024
OPP-02657,GridForce,DDoS Protection,1117.77,5 - Accepted,Closed,Sarah Mitchell,Channel,01/22/2025,03/17/2025
OPP-02659,NexGen Telecom,Managed Services,1096.26,Closed Won,Closed,Lisa Chen,Channel,07/20/2024,10/10/2024
OPP-02660,DigiPath,MPLS,67.12,Closed Won,Closed,Lisa Chen,Agent,06/20/2024,11/10/2024
OPP-02665,BluePeak,Dark Fiber,351.87,5 - Accepted,Closed,Nicole Foster,Agent,08/15/2025,12/25/2025
OPP-02666,Cascade Networks,Ethernet,979.39,5 - Accepted,Closed,Sarah Mitchell,Direct,02/03/2025,06/19/2025
OPP-02671,FiberLink,IP Transit,102.48,5 - Accepted,Closed,Amy Rodriguez,Direct,01/09/2025,06/06/2025
OPP-02675,GridForce,Ethernet,305.39,Closed Won,Closed,Jose Banales,Channel,05/25/2025,06/22/2025
OPP-02676,DataSync Labs,SD-WAN,1052.55,5 - Accepted,Closed,Nicole Foster,Direct,11/14/2025,03/17/2026
OPP-02693,NetScale Systems,Dark Fiber,1371.2,5 - Accepted,Closed,David Park,Agent,05/14/2025,08/29/2025
OPP-02696,IronGate Tech,MPLS,290.03,Closed Won,Closed,Lisa Chen,Channel,12/23/2024,01/10/2025
OPP-02701,Apex Digital,Colocation,711.95,5 - Accepted,Closed,Jessica Kim,Channel,05/14/2024,11/08/2024
OPP-02703,PrimeRoute,DDoS Protection,323.58,5 - Accepted,Closed,Lisa Chen,Channel,08/14/2024,10/16/2024
OPP-02704,Apex Digital,Colocation,174.23,5 - Accepted,Closed,David Park,Direct,10/20/2025,03/09/2026
OPP-02707,WavePoint,Cloud Connect,23.05,Closed Won,Closed,Chris Weber,Agent,10/14/2024,12/21/2024
OPP-02709,SignalBridge,SD-WAN,328.59,Closed Won,Closed,Ryan O'Brien,Direct,09/06/2025,11/11/2025
OPP-02711,Acme Corp,Managed Services,455.03,Closed Won,Closed,Mark Thompson,Direct,07/12/2025,09/29/2025
OPP-02717,WavePoint,Colocation,149.4,5 - Accepted,Closed,Jose Banales,Agent,05/28/2025,11/15/2025
OPP-02721,SignalBridge,Colocation,258.8,5 - Accepted,Closed,Jose Banales,Agent,05/17/2025,06/26/2025
OPP-02725,ClearPath,IP Transit,311.88,Closed Won,Closed,Amy Rodriguez,Channel,10/04/2025,03/05/2026
OPP-02726,PulseNet,DDoS Protection,1497.18,Closed Won,Closed,Jose Banales,Direct,09/15/2025,02/06/2026
OPP-02736,StarForge,MPLS,323.38,5 - Accepted,Closed,Ryan O'Brien,Channel,05/09/2024,10/16/2024
OPP-02737,Acme Corp,Dark Fiber,938.31,5 - Accepted,Closed,Jessica Kim,Direct,02/16/2026,02/24/2026
OPP-02741,SkyBridge Networks,Colocation,141.37,5 - Accepted,Closed,Amy Rodriguez,Channel,10/04/2025,11/06/2025
OPP-02747,VectorData,MPLS,387.65,5 - Accepted,Closed,Jose Banales,Direct,05/26/2025,11/13/2025
OPP-02749,DataSync Labs,Dark Fiber,1524.63,5 - Accepted,Closed,Chris Weber,Direct,03/22/2025,08/28/2025
OPP-02752,NexGen Telecom,Dark Fiber,182.22,5 - Accepted,Closed,Amy Rodriguez,Channel,03/01/2025,08/11/2025
OPP-02753,ClearPath,Dark Fiber,402.98,Closed Won,Closed,Mark Thompson,Channel,09/20/2025,03/09/2026
OPP-02754,HorizonIO,Ethernet,598.61,Closed Won,Closed,Lisa Chen,Agent,12/12/2024,04/11/2025
OPP-02756,TechFlow Inc,IP Transit,739.6,5 - Accepted,Closed,Mark Thompson,Direct,06/29/2025,12/16/2025
OPP-02760,ClearPath,Ethernet,1158.94,5 - Accepted,Closed,Jose Banales,Channel,08/23/2025,11/05/2025
OPP-02761,Atlas Computing,Managed Services,582.23,5 - Accepted,Closed,David Park,Direct,09/23/2025,02/22/2026
OPP-02762,SwiftNode,IP Transit,920.69,Closed Won,Closed,Ryan O'Brien,Direct,04/13/2024,05/18/2024
OPP-02763,SignalBridge,DDoS Protection,781.37,5 - Accepted,Closed,Nicole Foster,Agent,11/01/2025,02/06/2026
OPP-02765,WavePoint,SD-WAN,859.12,5 - Accepted,Closed,Amy Rodriguez,Direct,09/29/2025,02/28/2026
OPP-02772,Titanium Labs,MPLS,422.43,Closed Won,Closed,Sarah Mitchell,Agent,07/17/2024,11/29/2024
OPP-02774,CloudFirst,Managed Services,1320.11,5 - Accepted,Closed,David Park,Direct,06/24/2025,08/16/2025
OPP-02776,SkyBridge Networks,Dark Fiber,473.81,5 - Accepted,Closed,Mark Thompson,Direct,12/19/2025,03/02/2026
OPP-02783,GoldGrid,DDoS Protection,420.1,Closed Won,Closed,Ryan O'Brien,Agent,02/26/2025,07/19/2025
OPP-02784,Zenith Systems,IP Transit,696.23,5 - Accepted,Closed,David Park,Agent,10/18/2024,12/18/2024
OPP-02785,VectorData,Cloud Connect,612.71,Closed Won,Closed,Lisa Chen,Channel,08/30/2025,12/18/2025
OPP-02791,PrimeRoute,Managed Services,371.33,Closed Won,Closed,David Park,Channel,12/01/2024,04/16/2025
OPP-02792,PulseNet,Wavelengths,590.04,5 - Accepted,Closed,David Park,Channel,03/05/2025,04/25/2025
OPP-02794,Cascade Networks,Managed Services,2219.41,5 - Accepted,Closed,Jessica Kim,Channel,03/21/2024,06/28/2024
OPP-02797,SkyBridge Networks,DDoS Protection,2211.51,Closed Won,Closed,Ryan O'Brien,Channel,01/20/2026,03/07/2026
OPP-02803,Cascade Networks,IP Transit,349.2,5 - Accepted,Closed,Amy Rodriguez,Direct,02/04/2025,07/26/2025
OPP-02805,FlexNet Solutions,Managed Services,934.65,Closed Won,Closed,Jose Banales,Channel,12/09/2025,02/28/2026
OPP-02807,FlexNet Solutions,IP Transit,814.59,5 - Accepted,Closed,Jessica Kim,Agent,08/12/2024,01/09/2025
OPP-02808,Atlas Computing,DDoS Protection,352.07,5 - Accepted,Closed,Jose Banales,Agent,12/18/2024,04/24/2025
OPP-02816,IronGate Tech,Managed Services,462.37,Closed Won,Closed,Lisa Chen,Direct,09/16/2025,01/28/2026
OPP-02818,PrimeRoute,IP Transit,208.34,5 - Accepted,Closed,Chris Weber,Channel,05/05/2024,07/16/2024
OPP-02833,CoreConnect,Ethernet,168.36,Closed Won,Closed,Mark Thompson,Channel,11/11/2024,02/01/2025
OPP-02837,TerraLink,DDoS Protection,6402.3,Closed Won,Closed,David Park,Channel,04/23/2024,09/16/2024
OPP-02845,CoreConnect,Ethernet,838.28,Closed Won,Closed,Lisa Chen,Agent,03/27/2024,04/17/2024
OPP-02848,SignalBridge,Ethernet,103.8,5 - Accepted,Closed,Jessica Kim,Channel,02/13/2025,07/16/2025
OPP-02853,DataSync Labs,DDoS Protection,543.33,Closed Won,Closed,Lisa Chen,Direct,04/25/2024,06/10/2024
OPP-02854,VectorData,Cloud Connect,232.24,5 - Accepted,Closed,Ryan O'Brien,Channel,06/10/2025,08/09/2025
OPP-02855,EchoPoint,Wavelengths,59.84,Closed Won,Closed,David Park,Agent,07/17/2024,08/27/2024
OPP-02858,VectorData,Ethernet,1083.48,Closed Won,Closed,Jessica Kim,Channel,02/03/2025,04/30/2025
OPP-02859,ClearPath,MPLS,47.72,Closed Won,Closed,Amy Rodriguez,Agent,05/15/2025,11/10/2025
OPP-02862,Apex Digital,Managed Services,37.67,Closed Won,Closed,Jose Banales,Agent,03/22/2025,04/14/2025
OPP-02869,Apex Digital,Wavelengths,69.38,Closed Won,Closed,Chris Weber,Agent,08/26/2025,02/12/2026
OPP-02870,RedRock Data,Wavelengths,110.63,Closed Won,Closed,Jose Banales,Direct,06/20/2025,10/16/2025
OPP-02881,Zenith Systems,DDoS Protection,459.13,Closed Won,Closed,Jose Banales,Direct,10/23/2025,03/06/2026
OPP-02886,PrimeRoute,Cloud Connect,271.27,5 - Accepted,Closed,Chris Weber,Channel,11/20/2025,03/12/2026
OPP-02890,ByteWorks,Cloud Connect,184.43,Closed Won,Closed,Sarah Mitchell,Channel,07/21/2025,11/07/2025
OPP-02892,LinkStream,Ethernet,78.85,5 - Accepted,Closed,Mark Thompson,Channel,03/16/2025,07/11/2025
OPP-02898,SkyBridge Networks,Wavelengths,4156.08,Closed Won,Closed,Jessica Kim,Channel,04/17/2025,07/16/2025
OPP-02908,Titanium Labs,Cloud Connect,125.04,5 - Accepted,Closed,Amy Rodriguez,Agent,08/25/2025,01/12/2026
OPP-02922,TerraLink,Dark Fiber,319.47,Closed Won,Closed,Lisa Chen,Agent,05/29/2025,06/13/2025
OPP-02923,HorizonIO,MPLS,294.78,5 - Accepted,Closed,Jose Banales,Direct,11/04/2025,12/20/2025
OPP-02926,DigiPath,Cloud Connect,1361.63,Closed Won,Closed,Ryan O'Brien,Agent,01/24/2026,03/17/2026
OPP-02927,FiberLink,Ethernet,143.22,Closed Won,Closed,Ryan O'Brien,Channel,07/24/2025,09/26/2025
OPP-02932,SkyBridge Networks,Dark Fiber,91.47,Closed Won,Closed,Jessica Kim,Agent,09/01/2024,10/20/2024
OPP-02934,Cascade Networks,Colocation,312.17,Closed Won,Closed,Amy Rodriguez,Channel,09/19/2024,01/18/2025
OPP-02936,RedRock Data,Wavelengths,952.2,Closed Won,Closed,Mark Thompson,Direct,01/30/2026,02/18/2026
OPP-02937,ByteWorks,MPLS,794.16,5 - Accepted,Closed,Nicole Foster,Direct,08/07/2025,01/17/2026
OPP-02939,FiberLink,Dark Fiber,54.08,5 - Accepted,Closed,Nicole Foster,Agent,05/08/2025,06/02/2025
OPP-02952,GridForce,Wavelengths,973.0,5 - Accepted,Closed,Lisa Chen,Agent,01/26/2026,03/10/2026
OPP-02964,TerraLink,Colocation,318.51,Closed Won,Closed,Amy Rodriguez,Agent,01/17/2026,02/09/2026
OPP-02980,HorizonIO,DDoS Protection,82.59,Closed Won,Closed,Amy Rodriguez,Direct,11/13/2024,03/27/2025
OPP-02982,Quantum Networks,DDoS Protection,493.61,5 - Accepted,Closed,Amy Rodriguez,Agent,06/01/2024,11/22/2024
OPP-02985,IronGate Tech,Wavelengths,504.66,Closed Won,Closed,Lisa Chen,Channel,10/07/2025,10/28/2025
OPP-02987,Zenith Systems,Wavelengths,566.53,Closed Won,Closed,Amy Rodriguez,Direct,09/07/2025,09/22/2025
OPP-02992,PulseNet,Ethernet,63.02,Closed Won,Closed,Jessica Kim,Direct,04/18/2025,09/25/2025
OPP-02998,PrimeRoute,SD-WAN,264.1,5 - Accepted,Closed,Jessica Kim,Direct,05/26/2025,09/07/2025
OPP-02999,SilverStream,DDoS Protection,293.07,5 - Accepted,Closed,David Park,Agent,11/05/2025,03/09/2026
OPP-00006,NetScale Systems,MPLS,362.7,2 - Design Solution,Best Case,Mark Thompson,Agent,02/13/2026,06/09/2026
OPP-00009,Summit Cloud,Managed Services,1424.89,2 - Design Solution,Not In Forecast,Sarah Mitchell,Direct,02/02/2026,04/03/2026
OPP-00013,HorizonIO,Ethernet,76.75,1 - Discover,Commit,Jose Banales,Direct,02/23/2026,08/01/2026
OPP-00019,PulseNet,SD-WAN,173.4,1 - Discover,Commit,Jessica Kim,Direct,11/24/2025,08/31/2026
OPP-00022,CloudFirst,MPLS,139.54,Verbal Agreement,Commit,Jessica Kim,Agent,02/12/2026,05/17/2026
OPP-00026,SkyBridge Networks,SD-WAN,1024.28,3 - Propose,Commit,Mark Thompson,Channel,03/18/2026,04/21/2026
OPP-00028,RedRock Data,SD-WAN,98.66,3 - Propose,Best Case,Jose Banales,Direct,02/07/2026,05/24/2026
OPP-00030,DataSync Labs,SD-WAN,1243.05,2 - Design Solution,Longshot,Amy Rodriguez,Direct,02/25/2026,08/08/2026
OPP-00031,BluePeak,MPLS,836.51,2 - Design Solution,Not In Forecast,Mark Thompson,Direct,02/28/2026,09/05/2026
OPP-00033,HorizonIO,Ethernet,29.77,4 - Negotiate,Longshot,Lisa Chen,Direct,01/01/2026,08/29/2026
OPP-00034,Summit Cloud,DDoS Protection,1153.58,1 - Discover,Longshot,Ryan O'Brien,Channel,11/22/2025,04/14/2026
OPP-00035,SilverStream,DDoS Protection,631.13,4 - Negotiate,Not In Forecast,Amy Rodriguez,Agent,03/13/2026,08/12/2026
OPP-00039,Apex Digital,Managed Services,230.77,Verbal Agreement,Best Case,Jessica Kim,Channel,02/10/2026,04/08/2026
OPP-00041,TechFlow Inc,Dark Fiber,180.18,1 - Discover,Best Case,Lisa Chen,Channel,02/17/2026,09/12/2026
OPP-00044,StarForge,Managed Services,208.81,4 - Negotiate,Longshot,Mark Thompson,Agent,02/24/2026,07/29/2026
OPP-00047,LinkStream,DDoS Protection,116.99,1 - Discover,Not In Forecast,Chris Weber,Agent,01/25/2026,08/04/2026
OPP-00051,EchoPoint,Dark Fiber,177.86,1 - Discover,Commit,Amy Rodriguez,Direct,01/29/2026,05/12/2026
OPP-00052,Atlas Computing,SD-WAN,799.4,1 - Discover,Longshot,Amy Rodriguez,Direct,12/01/2025,08/13/2026
OPP-00053,TechFlow Inc,SD-WAN,191.23,4 - Negotiate,Commit,Nicole Foster,Agent,02/01/2026,09/10/2026
OPP-00054,NexGen Telecom,Wavelengths,1644.03,1 - Discover,Commit,David Park,Agent,01/01/2026,08/01/2026
OPP-00055,IronGate Tech,Cloud Connect,2058.0,1 - Discover,Best Case,Sarah Mitchell,Agent,01/12/2026,05/02/2026
OPP-00056,Cascade Networks,SD-WAN,246.39,4 - Negotiate,Longshot,Nicole Foster,Agent,12/29/2025,05/19/2026
OPP-00057,Quantum Networks,SD-WAN,581.58,Verbal Agreement,Commit,Jessica Kim,Direct,01/20/2026,06/09/2026
OPP-00058,PulseNet,Managed Services,131.21,3 - Propose,Longshot,Lisa Chen,Channel,01/28/2026,03/20/2026
OPP-00059,Cascade Networks,Ethernet,468.49,4 - Negotiate,Not In Forecast,Sarah Mitchell,Direct,02/08/2026,07/21/2026
OPP-00063,EchoPoint,IP Transit,1271.71,Verbal Agreement,Commit,David Park,Direct,03/09/2026,03/21/2026
OPP-00065,WavePoint,MPLS,495.11,1 - Discover,Best Case,David Park,Direct,02/25/2026,07/29/2026
OPP-00066,TerraLink,Managed Services,140.16,4 - Negotiate,Commit,Jessica Kim,Channel,02/23/2026,05/10/2026
OPP-00071,ByteWorks,MPLS,782.59,3 - Propose,Best Case,Nicole Foster,Direct,01/17/2026,07/28/2026
OPP-00074,Apex Digital,SD-WAN,371.38,4 - Negotiate,Longshot,Amy Rodriguez,Direct,02/05/2026,07/23/2026
OPP-00081,RedRock Data,Dark Fiber,311.3,3 - Propose,Not In Forecast,Mark Thompson,Agent,11/19/2025,04/23/2026
OPP-00082,BluePeak,IP Transit,136.8,3 - Propose,Commit,Sarah Mitchell,Channel,03/07/2026,06/10/2026
OPP-00083,EchoPoint,DDoS Protection,989.78,4 - Negotiate,Commit,Amy Rodriguez,Agent,02/23/2026,08/27/2026
OPP-00089,GridForce,MPLS,6205.48,2 - Design Solution,Commit,David Park,Agent,12/27/2025,07/08/2026
OPP-00091,SkyBridge Networks,Colocation,1579.81,3 - Propose,Longshot,Ryan O'Brien,Channel,02/28/2026,04/16/2026
OPP-00092,Atlas Computing,Wavelengths,107.76,4 - Negotiate,Commit,Mark Thompson,Direct,12/21/2025,08/02/2026
OPP-00093,DigiPath,Managed Services,1075.2,3 - Propose,Longshot,Amy Rodriguez,Agent,12/01/2025,09/06/2026
OPP-00094,ByteWorks,Managed Services,162.7,Verbal Agreement,Commit,Jose Banales,Agent,02/07/2026,07/14/2026
OPP-00096,TerraLink,Managed Services,211.46,Verbal Agreement,Best Case,Amy Rodriguez,Agent,03/11/2026,07/02/2026
OPP-00097,FiberLink,Managed Services,87.51,3 - Propose,Not In Forecast,Nicole Foster,Channel,01/13/2026,05/17/2026
OPP-00098,SkyBridge Networks,Wavelengths,115.66,3 - Propose,Commit,Amy Rodriguez,Agent,03/06/2026,07/12/2026
OPP-00100,CopperLine,Ethernet,174.03,Verbal Agreement,Longshot,Lisa Chen,Channel,02/28/2026,05/01/2026
OPP-00104,CopperLine,Colocation,171.75,Verbal Agreement,Not In Forecast,Amy Rodriguez,Channel,11/30/2025,09/13/2026
OPP-00106,IronGate Tech,Cloud Connect,5495.33,4 - Negotiate,Commit,David Park,Channel,02/01/2026,08/08/2026
OPP-00108,Pinnacle IT,Ethernet,134.43,3 - Propose,Best Case,Sarah Mitchell,Channel,03/01/2026,07/05/2026
OPP-00109,StarForge,MPLS,777.25,1 - Discover,Longshot,Nicole Foster,Agent,11/21/2025,05/03/2026
OPP-00113,IronGate Tech,Wavelengths,437.11,4 - Negotiate,Best Case,David Park,Agent,01/07/2026,08/18/2026
OPP-00114,CloudFirst,Dark Fiber,867.26,2 - Design Solution,Commit,Lisa Chen,Channel,11/18/2025,07/23/2026
OPP-00122,StarForge,Dark Fiber,622.36,3 - Propose,Commit,Jessica Kim,Agent,01/14/2026,04/13/2026
OPP-00124,BluePeak,Cloud Connect,673.83,3 - Propose,Best Case,Nicole Foster,Direct,12/30/2025,04/07/2026
OPP-00125,CopperLine,IP Transit,29.27,4 - Negotiate,Commit,Amy Rodriguez,Channel,12/27/2025,08/08/2026
OPP-00126,TerraLink,Cloud Connect,410.67,Verbal Agreement,Longshot,Mark Thompson,Agent,12/11/2025,05/11/2026
OPP-00127,ClearPath,Managed Services,96.08,2 - Design Solution,Best Case,Lisa Chen,Direct,02/02/2026,06/22/2026
OPP-00128,WavePoint,IP Transit,649.46,2 - Design Solution,Longshot,Mark Thompson,Agent,02/12/2026,05/17/2026
OPP-00129,SwiftNode,MPLS,446.48,2 - Design Solution,Not In Forecast,David Park,Agent,03/13/2026,05/06/2026
OPP-00130,SkyBridge Networks,MPLS,407.6,4 - Negotiate,Best Case,Jessica Kim,Channel,03/02/2026,05/08/2026
OPP-00131,SilverStream,IP Transit,457.2,3 - Propose,Commit,David Park,Direct,12/24/2025,04/08/2026
OPP-00134,DataSync Labs,SD-WAN,362.72,4 - Negotiate,Commit,Jessica Kim,Agent,11/20/2025,05/22/2026
OPP-00135,LinkStream,IP Transit,131.06,4 - Negotiate,Longshot,Ryan O'Brien,Agent,12/03/2025,03/30/2026
OPP-00138,NetScale Systems,Colocation,484.39,Verbal Agreement,Not In Forecast,Ryan O'Brien,Agent,11/23/2025,08/27/2026
OPP-00141,PulseNet,IP Transit,232.7,4 - Negotiate,Not In Forecast,Sarah Mitchell,Agent,03/02/2026,08/04/2026
OPP-00144,IronGate Tech,Wavelengths,463.09,2 - Design Solution,Commit,Chris Weber,Agent,12/29/2025,09/03/2026
OPP-00145,FlexNet Solutions,SD-WAN,736.89,2 - Design Solution,Commit,Jessica Kim,Agent,02/19/2026,06/16/2026
OPP-00146,GoldGrid,DDoS Protection,36.11,1 - Discover,Longshot,David Park,Agent,01/22/2026,09/07/2026
OPP-00147,SignalBridge,Dark Fiber,997.07,4 - Negotiate,Not In Forecast,Mark Thompson,Agent,01/29/2026,03/26/2026
OPP-00152,DigiPath,Ethernet,206.54,1 - Discover,Not In Forecast,Mark Thompson,Direct,02/28/2026,08/06/2026
OPP-00156,Quantum Networks,SD-WAN,133.38,3 - Propose,Commit,Lisa Chen,Agent,01/21/2026,08/29/2026
OPP-00160,ClearPath,MPLS,219.65,3 - Propose,Longshot,Mark Thompson,Channel,12/18/2025,07/15/2026
OPP-00166,CoreConnect,Wavelengths,486.71,3 - Propose,Best Case,Chris Weber,Channel,12/13/2025,08/19/2026
OPP-00169,RedRock Data,MPLS,273.09,3 - Propose,Not In Forecast,David Park,Channel,01/31/2026,06/04/2026
OPP-00170,TechFlow Inc,MPLS,715.98,Verbal Agreement,Not In Forecast,Jessica Kim,Channel,12/09/2025,07/30/2026
OPP-00172,BluePeak,Ethernet,165.24,4 - Negotiate,Not In Forecast,Chris Weber,Agent,01/24/2026,06/22/2026
OPP-00174,StarForge,SD-WAN,868.19,2 - Design Solution,Not In Forecast,Lisa Chen,Channel,01/01/2026,08/08/2026
OPP-00175,PrimeRoute,SD-WAN,1549.39,4 - Negotiate,Longshot,Sarah Mitchell,Agent,02/24/2026,04/24/2026
